date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:05:49	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:48%20GMT	https://www.chungdd.online/sync/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/sync/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:49	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:48%20GMT	https://www.chungdd.online/ext_sync/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/ext_sync/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:49	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:48%20GMT	https://www.chungdd.online/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:49	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:49%20GMT	https://www.chungdd.online/form_data/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/form_data/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:50	35/35	---M--	400	error ('Bad%20Request')	application/json	date:Mon,%2024%20Feb%202025%2009:05:50%20GMT	https://www.chungdd.online/webcake/v4/e.target	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/webcake/v4/e.target	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:51	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:51%20GMT	https://www.chungdd.online/create_temp_form/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/create_temp_form/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:51	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:51%20GMT	https://www.chungdd.online/ext_create_form_data/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/ext_create_form_data/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:51	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:51%20GMT	https://www.chungdd.online/create_form_data/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/create_form_data/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:51	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:51%20GMT	https://www.chungdd.online/ext_create_temp_form/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/ext_create_temp_form/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:52	35/35	---M--	400	error ('Bad%20Request')	application/json	date:Mon,%2024%20Feb%202025%2009:05:52%20GMT	https://www.chungdd.online/webcake/v4/O	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/webcake/v4/O	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:53	35/35	---M--	400	error ('Bad%20Request')	application/json	date:Mon,%2024%20Feb%202025%2009:05:53%20GMT	https://www.chungdd.online/webcake/v4/www.webcake.me	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/webcake/v4/www.webcake.me	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:54	191233/191233	---M-Z	200	added ('OK')	application/javascript	etag:%221224133%22	https://www.chungdd.online/cart/app.js?r=	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/cart/app2a3b.js	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:55	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:54%20GMT	https://www.chungdd.online/datasets/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/datasets/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:55	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:54%20GMT	https://www.chungdd.online/partners/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/partners/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:55	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2024%20Feb%202025%2009:05:55%20GMT	https://www.googletagmanager.com/gtm.js?id=	/home/chungdd@kaopiz.local/websites/chung2/www.googletagmanager.com/gtm.215445.delayed	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:55	1102/1102	---M-Z	200	added ('OK')	text/html	date:Mon,%2024%20Feb%202025%2009:05:55%20GMT	https://www.chungdd.online/global_section/	/home/chungdd@kaopiz.local/websites/chung2/www.chungdd.online/global_section/index.html	(from https://www.chungdd.online/webcake/v4/a492f731-fcb6-4446-b229-0e29ade16dbe?v=1)
16:05:57	284/284	---M-Z	200	added ('OK')	text/plain	date:Wed,%2022%20May%202024%2022:38:00%20GMT	https://m.youtube.com/robots.txt		(from https://www.youtube.com/)
16:05:58	104/104	---M-Z	200	added ('OK')	text/plain	date:Thu,%2023%20May%202024%2023:08:00%20GMT	https://i.ytimg.com/robots.txt		(from https://www.youtube.com/)
16:05:59	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2024%20Feb%202025%2009:05:58%20GMT	http://fonts.googleapis.com/robots.txt		(from https://www.youtube.com/)
16:06:00	2869/2869	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22b35-17e5cc4dd12%22	https://webcake.io/static/icon/favicon.ico	/home/chungdd@kaopiz.local/websites/chung2/webcake.io/static/icon/favicon.ico	(from https://www.chungdd.online/sync/)
16:06:00	35680/35680	---M--	200	added ('OK')	image/png	etag:d6427653b3fa44d854f2171914c91e090286b98f56448f3101970b11.png	https://content.pancake.vn/1/48/c1/5e/fa/d6427653b3fa44d854f2171914c91e090286b98f56448f3101970b11.png	/home/chungdd@kaopiz.local/websites/chung2/content.pancake.vn/1/48/c1/5e/fa/d6427653b3fa44d854f2171914c91e090286b98f56448f3101970b11.png	(from https://www.chungdd.online/sync/)
16:06:02	1592/1592	UR-MC-	200	added ('OK')	application/manifest+json	date:Mon,%2024%20Feb%202025%2009:06:01%20GMT	https://www.youtube.com/manifest.webmanifest	/home/chungdd@kaopiz.local/websites/chung2/www.youtube.com/manifest.webmanifest	(from https://www.youtube.com/)
16:06:02	540/540	UR-MCZ	200	added ('OK')	application/opensearchdescription+xml	date:Mon,%2024%20Feb%202025%2009:06:01%20GMT	https://www.youtube.com/opensearch?locale=en_US	/home/chungdd@kaopiz.local/websites/chung2/www.youtube.com/opensearch97fa	(from https://www.youtube.com/)
16:06:02	1092/1092	---M--	200	added ('OK')	font/woff2	etag:%222B6D22%22	https://api.webcake.io/render_iconfont/iconfont.woff2?t=1629107326521	/home/chungdd@kaopiz.local/websites/chung2/api.webcake.io/render_iconfont/iconfontbd18.woff2	(from https://api.webcake.io/render_iconfont/iconfont.css?v=1)
16:06:03	21/21	UR-MC-	500	error ('Internal%20Server%20Error')	image/x-icon	etag:W/%22b35-17e5cc4dd12%22	https://webcake.io/static/icon/favicon.ico	/home/chungdd@kaopiz.local/websites/chung2/webcake.io/static/icon/favicon.ico	(from https://www.chungdd.online/sync/)
16:06:03	1492/1492	---M--	200	added ('OK')	font/woff	etag:%221E5DF87%22	https://api.webcake.io/render_iconfont/iconfont.woff?t=1629107326521	/home/chungdd@kaopiz.local/websites/chung2/api.webcake.io/render_iconfont/iconfontbd18.woff	(from https://api.webcake.io/render_iconfont/iconfont.css?v=1)
16:06:04	2356/2356	---M-Z	200	added ('OK')	font/ttf	etag:%224E8C498%22	https://api.webcake.io/render_iconfont/iconfont.ttf?t=1629107326521	/home/chungdd@kaopiz.local/websites/chung2/api.webcake.io/render_iconfont/iconfontbd18.ttf	(from https://api.webcake.io/render_iconfont/iconfont.css?v=1)
16:06:06	163/163	---M-Z	200	added ('OK')	text/plain	etag:%2247C8D33%22	https://api.webcake.io/robots.txt		(from https://api.webcake.io/render_iconfont/iconfont.css?v=1)
